,bitstring,occurrences,rxn_count
0,11000001000100000010001000000001000100000010001000000000100010000001000100000000110010000010010100000010101001000101010011000001010100000010011010000000110111010001100110100001111101111111111,488,62
1,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000010000100000010011001000100110101000001001100000010011001000010110111010001101110100000111111111111111,50,62
2,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000110011001000001001100000010011010000000110111010001110110100101111111110111111,46,62
3,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000100110101000001001100000010011001000010110111010001101110100000111111111111111,128,62
4,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000100111011000001001100100010011001000000110101010001101110100001111111111111111,48,63
5,11000001000100000010001000000001000100000010001000000000100010000001000100000000110010000001010100000010101001000101010011000001010100000010011010000000110111010001100110100001111101111111111,89,62
6,11000001000100000010001000000001000100000010001000000000100010000010000100000000100010000001000100000010011001000100110101000001001100000010011001000010110111010001101110100000111111111111111,33,62
7,11000001000100000010001000000001000000000010001000000000100010000001000100000000100010000001000100000010011001100110010011000001001100000010011001000000111010100001101110000011111111101011111,38,59
8,11000001000100000010001000000001010100010000001000000000100010000001000100000000100010000001000100000010011001000001011001000001010100000010011010000000110111010001101110100101111111110111111,43,62
9,11000001000100000010001000000001000100000010001000000000100010000010000100000000100010000001000100000010011001000100111001000001001100000010011010000000110111010101100110100001111011111111111,34,61
10,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001100110010011000001001100000010011001000000111010100001101110000011111111101011111,2,60
