,bitstring,occurrences,rxn_count
0,11000001000100000010001000000001000100000010001000000001000010000001000100000000100010000001001100000011001001000100110011000001001100000010011001000000110111010101101110100001111111110111111,552,63
1,11000001000100000100001000000001000100000010001000000000100010000001000100000000100010000001000100000010101001000101010011000001010100100010011001000000110111100001101110100001111111111111111,42,63
2,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010100010000100000010101001000101010101000001001100100010011010000000111111010001100110100001101101111111111,38,62
3,11000001000100000010010000000001000100000010001000000001000010000001000100000000100010000001001100000011001001000100110011000001001100000010011001000000110111010101101110100001111111110111111,50,63
4,11000001001000000010001000000001000100000010001000000001000010000001000100000000100010000001001100000011001001000100110011000001001100000010011001000000110111010101101110100001111111110111111,26,63
5,11000001000100000010001000000001000100000010001000000001000010000010000100000000100010000001001000000011001001000100110011000001001100000010011001000000110111010101101110100001111111110111111,46,62
6,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000010000100000010101001000100110011000001010100100010011001000000110111010001101110101101111111100111111,29,63
7,11000001000100000010001000000001000100000010001000000001000010000001000100000000100010000001000100000011001001000100110011000001001100000010011001000000110111010011100110100001111111011111111,32,61
8,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011010000000110111010101101110101001111111100111111,37,63
9,11000001000100000010001000000001000100000010001000000001000010000001000100000000100010000001001100000011001001000100110011000001001100000010011001000000110111010001101110100101111111111111110,32,63
10,11000001000100000010001000000001001000000010001000000001000010000001000100000000100010000001001100000011001001000100110011000001001100000010011001000000110111010101101110100001111111110111111,35,63
11,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000010000100000010101001000101010101000001001100100010011010000100110111010001101111100001011111011111111,42,63
12,11000001000100000010001000000001000100000010001000000001000010000001000100000000100010000001000100000011001001000100110011000001001100000010011001000000110111010101101110100001111111110111111,38,62
