,bitstring,occurrences,rxn_count
0,1100000000100001000000001000010000000000010000100000000100001000000000000100001000000000100011000000000001000010000000010001100000000000000100001000000001000010000000000010001000000010000010000000000000100001000000010100000000000000010000100000001000001000000000010000100010000100011000100000001001010001000010000100010000000001000010001000010001000100000001000010010000010000110000000000000110001101000001100111000000000011000110010000110101100100000000111101111000000111011111000000111111111110111111111,29,119
1,1100000000100001000000001000010000000000010000100000000100001000000000000100001000000000100011000000000001000010000000010001100000000000000100001000000001000010000000000010010000000010000010000000000000100001000000010100000000000000010000100000001000001000000000010000100010000100011000100000001001010001000010000100010000000001000010001000010001000100000001000010010000010000110000000000000110001101000001100111000000000011000110010000110101100100000000111101111000000111011111000000111111111110111111111,166,119
2,1100000000100010000000001000010000000000010000100000000100001000000000000100001000000000100011000000000001000010000000010001100000000000000100001000000001000010000000000010010000000010000010000000000000100001000000010100000000000000010000100000001000001000000000010000100010000100011000100000001001010001000010000100010000000001000010001000010001000100000001000010010000010000110000000000000110001101000001100111000000000011000110010000110101100100000000111101111000000111011111000000111111111110111111111,19,119
3,1100000000100001000000001000010000000000010000100000000100001000000000000100001000000000100001000000001000000010000000010000100000000000000100001000000001000010000000000010001000000010000010000000000100000001000000001000010000000000010000100000000100001000000000010000100010000100011000100000001001010001000010000100010000000001000010001000010001001000000001000010001000010010100000000000000110001100100001100111000000000011010110010000110011100100000000111110111010000111011110100000011111111111111111111,23,119
4,1100000000100001000000001000010000000000010000100000000100001000000000000100001000000000100011000000000001000010000000010001100000000000000100001000000001001000000000000010010000000010000010000000000000100001000000010100000000000000010000100000001000001000000000010000100010000100011000100000001001010001000010000100010000000001000010001000010001000100000001000010010000010000110000000000000110001101000001100111001000000011000110010000110011100100000000111101111000000111011111000000111111111110111111111,23,120
5,1100000000100001000000001000100000000000010000100000000100001000000000000100000100000010000001000000000001000010000000010000100000000000000100001000000001000010000000000010001000000001000010000000000000100001000000010000100000000000010000100000001000001000000000010000100010000100011000100000001000110001000010000100010000000001000010001000010001001100000001000011000000010000100000000000000110001100100001101011000000000011000110011000110101100100000000111110111000000111011010100000011111111111111111111,19,117
6,1100000010000001000000010000010000000000010000100000000100010000000000000010001000000000100011000000000001000010000000011000000000000000000100001000000001000100000000000010010000000001000010000000000000100001000000001000010000000000010000100000000100001000000000010001100010000100011000100000001000110001000010000100010000000001000010001000010001001100000001000010001000010000100000000000000110101100100001100111000000000011000110010000110011100100000000111101111010100111011110100000011111011111111111111,25,121
7,1100000000100001000000001000100000000000010000100000000100001000000000000010001000000000100011000000000001000010000000010000100000000000000100001000000001001000000000000010010000000001000010000000000000100001000000010100000000000000010000100000000100101000000000010000100010000100011000100000001000110001000010000100010000000001000010001000010001000100000001000010010000010000100000000000000110001101000001100111001000000011000110010000110011100101000000111101111000000111011111000000111111111110011111111,20,119
8,1100000000100001000000001000110000000000010000100000000100001000000000000100001000000000100011000000000001000010000000010000100000000000000100001000000001001000000000000010010000000010000010000000000000100001000000010100000000000000010000100000000100001000000000010000100010000100011000100000001000110001000010000100010000000001000010001000010001000100000001000010010000010000110000000000000110001101000001100111000000000011000110010000110101100100000000111101111000000111011111000000111111111110111111111,22,119
9,1100000000100001000000001000010000000000010000100000000100001000000000000100001000000000100011000000000001000010000000010000100000000000000100001000000001000010000000000010010000000010000010000000000000100001000000010100000000000000100000100000000100101000000000010000100010000100011000100000001000110001000010000100010000000001000010001000010001000100000001000010010000010000100100000000000110001100100001100111000000000011000110010000110101100100000000111110111000000111011110100000011111111111111111111,16,119
10,1100000001000001000000001000010000000000010000100000000100001000000000000010000100000000100001000000000001000010000000010001100000000000000100001000000010000010000000000010001000001000000010000000000000100001000000010000100000000000100000100000001000001000000000010000100010000100011000100000001000110001000010000100010000000001000010001000010001000100000001000010010000010000100000000000000110101100100001100111000000000011000110010000110011100100000000111101111010000111011110100000011111111111111111111,22,119
11,1100000000100001000000010000010000000000010000100000000100001000000000000100001000000000100001000000000001000010000000010000100000000000000100001000000001000010000000000010001000000010000010000000000000100001000000001000010000000000010000100000001000001000000000010000100010000100011000100000001001010001000010000100010000000001000010001000010001001000000001000010001000010010100000000000000110001100100001100111000000000011010110010000110011100100000000111110111010000111011110100000011111111111111111111,18,119
