,bitstring,occurrences,rxn_count
0,11000001000100000100001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011010000000111011010001101110100001111111111011111,397,62
1,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011010000000111011010001101110100001111111111011111,215,62
2,11000001000100000010001000000010000100000010001000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011010000000111011010001101110100001111111111011111,26,62
3,11000001000100000010001000000001000100000010010000000000100010001001000100000000100100000001001100000010011001000100110001000001001100000010011001000000111011010001101110100001111111111111111,35,63
4,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001001100000010011001000100110011000001001110000010011001000000111011010001101110100001111101110011111,36,61
5,11000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011010000000111011010001101110100001111111111011111,41,62
6,11000001000100000010001000000001000100000010001000000000100010000010000100000000100010000001000100000010011001000100110011000001010101000010011001000000110111010001101110100001110111111111111,26,62
7,11000001000100000010001000000001000100000010001000000000100010000010000100000000100010000001000100000010011001000100110011000001001100100010011010000000111011010101101110100111111011100111111,31,63
8,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000100110011000001001101100010011001000000110111010000100110101001111111100111111,36,61
9,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000100000100000010011001000100110011000001001100100010011010000000111011010001101110100001111111111011111,39,62
10,11000001000100000010001000000001000100000010001000000010000010000001000100000000100010000001000100000010011001000100110011000001001100100010011010000000111011010001101110100001111111111011111,33,62
11,11000001000100000010001000000001000100000010001000000000000010000001000100000000110010000001000100000011001001000100110011001001001100100010011001000000111011010001001110100011111111100111111,48,62
12,11000001000100000100001000000001000100000010001000000000100010000001000100000001000010000001000100000010011001000100110011000001001100100010011010000000111011010001101110100001111111111011111,36,62
