,bitstring,occurrences,rxn_count
0,11000001100000000010001000001000001000010001000000000001000010001000100000000010000010001000000100000010011100000100110001000001010100000011001010000000110111010001100111100001111111010111111,1,59
1,11000001000100000010001000000001000100010000001000000000100010000001001000000000100010000001000100000011001001000100110011000001001100000010011010000000111011010001101110100011111111101111111,35,62
2,11000001000100000010001000000001000100000010001000000000100010000001001000000000100010000001000100000011001001000100110011000001001100000010011010000000111011010001101110100011111111101111111,470,62
3,11000001000100000010001000000001000100000010001000000000100010000001001000000000100010000001000100000011001001000100110011000001001100000010011010000000111011010001101111101001111111000111111,36,61
4,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000011001001000100110011000001001100000010011010000000111011010001101110100011111111101111111,107,62
5,11000001000100000010001000000010000100000010001000000000100010000001001000000000100010000001000100000011001001000100110011000001001100000010011010000000111011010001101110100011111111101111111,24,62
6,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001001100000010011001000100110011000001010100000010101001000000110111010001101111100001110111010111111,39,61
7,11000001000100000010001000000001000100000010001000000000100010000001001000000000100010000001000100000011001001000100110011000001001100100010011010000000111011010001101110100101111111111110111,30,63
8,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000011001001000100110011000001001100000000011010000000111011010001101110100011111111101111111,25,61
9,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000011001001000100110011000001001100000010011001000000111011010001101110100011111111100111111,29,61
10,11000001000100000010001000000001000100000010010000000000100010000001000100000000100010000001000100000011001001000100110001000001001100000010011001000000111011100001101110100011111111100111111,32,60
11,11000001000100000010001000000001000100000010001000000000100010000001001000000001000010000001000100000011001001000100110011000001001100000010011010000000111011010001101110100011111111101111111,38,62
12,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000100110011000001001100000011001010000000111011010001110110100011111111110111011,38,61
13,11000001000100000010001000000001001000000010001000000000100010000001001000000000100010000001000100000011001001000100110011000001001100000010011010000000111011010001101110100011111111101111111,37,62
14,11000001000100000010001000000001000100000010001000000000100010000001001000000000100010000001000100000010011001000100110011000001001100000011001001000000111011010001101110100011111111100101111,30,60
15,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000011001001000100110011000001001100000011001010000000111011010001101110100011111111100101111,28,60
