,bitstring,occurrences,rxn_count
0,111000001000100000100010000000001000100000010001010000000010001000000100010000000010001000000100110000001001100000010101001000001001100100010011001000010110011010101101110000100111110110111111,1,62
1,101000001000100000010010000000001000100000010001010000000010010000001000010000000011000000000100110000001001110000010001000000001001100100010011001000010110011010001101110000000111111101111111,306,59
2,101000001000000000100001000000001000100000010001010000000010001000000000010000000000000000000100110000001001100100010001011000001001100100010011001000000111011010101101110000001111110101111111,34,58
3,101000001000100000010010000000001000100000010001010000000010010000000100010000000010001000001000110000001001100100010101000000001001100100010011001000010110111000001101111100100111011110111111,28,62
4,101000001000100000010010000000001000100000010001010000000010001000001000010000000011000000000100110000001001110000010111000000001001100100010011001000000110011000001101110100001111111110111111,26,61
5,101000010001000000010001000000001000100000011000010000000010001000100000010000000010010000001000110000001001100100010001011000001001100100010011001000000110111010001101110100000111111110011111,29,61
6,101000001000100000100001000000001000100000100001010000000010001000000100010000000010001000000100110000001001101000010001000000001001100100010011001000010110011010001101110100101111110000011111,39,58
7,101000001000100000100001000000001000100000010001010000000010001000000100010000000010001000000100110000001001101000010001000000001001100100010011001000010110011010001101110100101111110000011111,32,58
8,101000001000100000010010000000001000100000010001010000000010001000000100010000000010001000000100110000001001100100010101001000001001100100010011001000010110111000001101110101100111111100101111,33,62
9,101000001000100000100001000000001000100000010001010000000010001000000100010000000011000000000100110000001001101000010001000000001001100100010011001000010110011010001101110100101111110000011111,53,58
10,101000001000100000010010000000001000100000010001010000000010010000000100010000000010001000000100110000001001100100010001010000001001100100010011001000000110111010101101110101001111011101111111,34,63
11,101000001000100000100100000000001000100000010011010000000010001000001000010000000011000000000100010000001001110000010000011000001001100100010011001000010110011000001101110001101111111110010111,31,60
12,101000001000100000010010000000001000100000010001010000000010010000001000010000000010001000000100110000001001110000010001000000001001100100010011001000010110011011001101110000000111101101111111,32,59
13,101000001001000000011001000000001000100000011001010000000010010000001000010000000100001000000100010000001001000100010000001000001001101100010011100000000110111010001100110100001110111111111111,38,61
14,101000010000100000010010000000001000100000010001010000000010010000100000010000000010001000000100110000001001110000010001000000001001100100010011001000010110011010001101110000000111111101111111,35,59
15,101000001000100000100001000000001000100000010001010000000010001000000100010000000011000000000100110000001001101000010011000000001010100100010011001000010110011010000101110100101111110000011111,30,58
16,101000001000100000100010000000001000100000010001010000000010001000001000010000000010001000000100110000001001110000010101101000001001100100010011010000010110011000001101100100001110111000111111,35,59
17,101000001000100000010001000000001000100000010001010000000010010000001000010000000010001000000100110000001001110000010101011000001001100100010011001000000110011000001101110000101111111101110101,24,60
18,101000010000100000000010000100001000100000010001010000000010001000000100010000000010001000000100110000001001100100010011001000001001100100010001001000000110111010001101110001100111111110010111,36,60
19,101000010000100000100001000000001000100000010001010000000010001000001000010000000011000000000100110000001001110000010001000000001001100100010011001000010110011010001101110000000111111101111111,35,59
20,101000010000100000010001000000001000100000011000010000000010010000001000010000000010001000000100110000001001110000010001011000001001100100010011001000000110011000001101110000011111111101111110,23,60
21,101000010000100000100010000000001000100000010001010000000010010000001000010000000011000000000100110000001001110000010001000000001001100100010011001000010110011010001101110000000111111101111111,41,59
22,101000001000100000100010000000001000100000010001010000000010010000001000010000000011000000000100110000001001110000010001000000001001100100010011001000010110011010001101110000000111111101111111,24,59
