,bitstring,occurrences,rxn_count
0,1111000001000000000010001000000011000000000010001000000000100010000001000100000000100100000001000100000010001000000100011010000001100101000010011010000001110101100001110110000001110111111111111,1,59
1,0101000001000100000010001000000001000100000010001000000000101000000001000100000000100100000001000100000010011001000110101000000001001100000010011000000000110111010001110111000001111111111111111,172,60
2,0101000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001000100000010011000000110011001000001100100100010101000000000110111100001101110100001111111111111111,33,61
3,0101000001000100000010001000000001000100000100001000000001000100000001001000000000100010000001000100000010011000000110101000000001001100100010011000000000110111010001110111000001111111111111111,33,60
4,0101000001000100000010001000000001000100000010001000000000101000000001000100000000100100000001000100000010011001000110101000000001001111000010011000000000110111010001110111000001111111111011111,26,61
5,0101000001000100000010001000000001000100000010001000000000100010000001000100000000100010000010000100000010011000000110101000000001001100000010011000000000110111011001110111000001111101111111111,29,59
6,0101000001000100000010001000000001000100000010001000000000100010000001000100000000100100000001000100000010011001000110101000000001001100000010011000000000110111010001110111000001111111111111111,205,60
7,1001000001000100000010001000000001000100000100001000000000100010000001001000000000100010000001000100000010001000000110101001000001001100000010011001000000110011010001101110000001111111111111111,21,58
8,1010000001000100000010001000000011000100000100001000000001000010000001000100000000100100000010000100000010001001000100011000000001001100100010101000000000110011010001110110000001111111111111111,22,58
9,0101000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000110101000000001001100000010011000000000110111010001110111000001111111111111111,24,60
10,0101000001000100000010001000000001000100000010001000000000101000000001000100000000100010000001000100000010011001000110101000000001001100000010011000000000110111010001110111000001111111111111111,30,60
11,0101000001000100000010001000000001000100000100001000000000100000000001001000000000100000000010000100000010011000000110101010000001100100100010011011000000111011010101110111000001110110111101111,27,59
12,0101000001000100000010001000000001000100000100001000000000100010000001001000000000100010000001000100000010011000000111001000000001001100100010011000000000110111010001101110100001111111111111111,28,60
13,0101000001000100000010001000000001000100000010001000000001000100000001001000000000100010000100000100000010011001000110101000000001001100000010011000000000110111010001110111000001111111111111111,35,60
14,0101000001000100000010001000000001000100000010001000000001000010000001000100000000100100000010000100000010011001000110101000000001001100000010011000000000110111010001110111000001111111111111111,27,60
15,0101000001000100000010001000000001000100000010001000000001000100000001000100000000100110000001000100000010011001000110101000000001001100000000011000000000110111010001110111000001111111111111111,28,60
16,0101000001000100000010001000000001000100000010001000000001001000000001000100000000100100000001000100000010011001000110101000000001001100000010011001000000110111010001110111000001111111111111111,26,61
17,0101000001000100000010001000000001000100000010001000000000100010000001000100000000100100000010000100000010011001000110101000000001001100000010011000000000110111010001110111000001111111111111111,33,60
18,0101000001000100000010001000000001000100000100001000000000100010000001001000000000100100000001000100000010011000000110101000000001001100000010011000000000110111010001110111000001111111111111111,29,59
19,0101000001000100000010001000000001000100000010001000000001000010000001001000000000100010000010000100000010011001000110011000000001001100000010101000000001110111010001110110000000111111111111111,31,59
20,0101000001000100000010001000000001000100000010001000000001000010000001001000000000100100000010000100000010011000000110101000000001001100000010011000000000110111010001110111000001111111111111111,32,59
21,0101000001000100000010001000000001000100000010001000000000101000000001000100000000100010000001000100000010011001000110101000000001001100100010101001000000110111010001110111100001111111111011111,26,62
22,0101000001000100000010001000000001000100000100001000000000100010000001000100000000100110000001000100000010011000000110101001000001100110000010101000000000110111000001110111000001110111011101111,26,58
23,0101000001000100000010001000000001000100000010001000000000100010000001001000000000100010000001000100000010011000000110011010000001100101000010011001000000110111100001101110000001111111111111111,30,61
24,0101000010000100000010001000000001000100000010001000000000100010000001000100000000100100000001000100000010011001000110101000000001001100000010011000000000110111010001110111000001111111111111111,25,60
