,bitstring,occurrences,rxn_count
0,11000001100000000010001000000001000100000010010000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011001000000111011010001101110100011111111101111111,2,63
1,11000001100000000010001000000001000100000010010000000000100010000001001100000000100010000001000100000010101001000100110001000001001100100010011010000000110111010001100110100001111111111111111,47,62
2,11000001010000000010001000000001000100000100010000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011001000000111011010001101110100011111111101111111,28,63
3,11001001000000000010001000000001000100000010001000000000100010000001001000000000100010000001001100000000011001000100110011000001001100000010011001000000111011010001101110100001111111111111111,92,62
4,11000001100000000010001000000001010100000010001000000000100010000001000100000010000010000010000100000010011001000010011001000001001100000010011001000000110111010001101110101001111111101111111,30,62
5,11000001010000000010001000000001000100000010010000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011001000000111011010001101110100011111111101111111,300,63
6,11000001010000000010001000000001000100000010010000000000100010000001001100000000100010000001000100000010011001000100110011000001001100100010011001000000111011010001101110100011111111101111111,99,64
7,11000001010000000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000100110101000001001100000010011001000000110111010001101110100001111111111111111,30,62
8,11000001010000000010001000000001001000000010010000000000100010000001000100000000100010000001000100000010101001000100110001000001001100100010011010000000110111010001100110100001111111111111111,38,61
9,11000011010000000010001000000001000100000010010000000000100010000001000100000000100010000001001000000000011001000101010001000001010100100010011100000000110111010011101110101001111111001111111,36,62
10,11000001000100000010001000000001000100000010010000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011001000000111011010001101110100011111111101111111,67,63
11,11000001000100000010001000000001000100000010001000000000100010000001010000000000100010000010000100000011001001000100110011000001001100100010011010000000110111010001101110100011111111101111111,47,63
12,11000001001000000010001000000001000100000110001000000000100010000001000100000000110010000001010100000010011001000101000011000001001100100010011001000000110111010101101010101001111010100111111,33,62
13,11000001010000000010001000000001000100010001000000000000100010000001001100000000100010000001000100000010101001000100110001000001001100100010011010000000110111010001101111100001111111011111111,35,63
14,11000001010000000010010000000001000100000010010000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011001000000111011010001101110100011111111101111111,31,63
15,11001001100000000010001000000001000100000010010000000000100010000001000100000000110010000010000100000000011001000100110001000001001100100010011001000000111011010001101110100001111111111111111,3,63
16,11000001100000000010001000000001000100000010010000000000100010000001001100000000100010000001000100000010011001000100110011000001001100100010011001000000111011010001101110100011111111101111111,46,64
17,11000001010000000100001000000001000100000010010000000000100010000001000100000000100010000001000100000010011001000100110011000001001100100010011001000000111011010001101110100011111111101111111,25,63
18,11001001000000000010001000000001000100000100001000000000100010000001001000000000100010000001001100000000011001000100110011000001001100000010011001000000111011010001101110100001111111111111111,2,62
19,11000001100000000010001000000001000100000110001000000000100010000001000100000000110010000001010100000010011001000101000011000001001100100010011001000000110111010101101010101001111010100111111,4,62
20,11001001000000000010001000000001000100000010001000000000100010000001010000000000100010000001001100000000011001000100110011000001001100000010011001000000111011010001101110100001111111111111111,2,62
21,11001001100000000010001000000001000100000010010000000000100010000001000100000000110010000001000100000000011001000100110001000001001100100010011001000000111011010001101110100001111111111111111,1,63
22,11001001000000000010001000000001000100000010001000000000100010000001000100000000100010000001001100000000011001000100110011000001001100000010011001000000111011010001101110100001111111111111111,1,62
