,bitstring,occurrences,rxn_count
0,11000001000100000010001000000010000100000010001000000000100010001000000100000000100010000001000100000011001010000100110011000001001100000010011010000000110111010001110110100011111111001111111,441,61
1,11000001000100000010001000000010000100000010001000000000100010000001000100000000100010000001000100000011001010000100110011000001001100000010011010000000110111010001110111000011111111001111111,71,61
2,11000001000100000010001000000010000100001000001000000000100010001000000100000000100010000001000100000011001010000100110011000001001100000010011010000000110111010001110110100011111111001111111,30,61
3,11000001000100000010001000000010000100000010001000000000100010000001000100000000100010000001000100000011001010000100110011001001001100100010011010000000110111010001001110100001111111111111111,33,63
4,11000001000100000010001000000100001000001000001000000000100010001000000100000000100010000001000100000011001010000100110011000001001100000010011010000000110111010001110110100011111111001111111,30,61
5,11000001000100000010001000000010000100000010001000000000100010000001000100000000100010000001000100000010011010000100110011000001001100000010011100000000110111011001101110100011111101101111111,26,62
6,11000001000100000010001000000010001000000010001000000000100010001000000100000000100010000001000100000011001010000100110011000001001100000010011010000000110111010001110110100011111111001111111,68,61
7,11000001000100000010001000000100000100000010001000000000100010000001000100000000100010000001000100000011001010000101010101000001001100100010011010000000111011010000101110100001111111111111111,37,62
8,11000001000100000010001000000010001000000010001000000000100010000001000100000000110010000010000100000011001001000101010011000001001100100010011010000000110011010001101110100001111111111111111,26,63
9,11000001000100000010001000000010000100000010001000000000100010001000000100000000100010000010000100000011001010000100110011000001001100000010011010000000110111010001110110100011111111001111111,33,61
10,11000001000100000010001000000010000100000010001000000000100010000001000100000000110010000001000100000011001001000100110011000001010100100010011010000000110011010001101110100101111111110110011,33,61
11,11000001000100000010001000000001000100000010001000000000100010000001000100000000110010000001000100000010101001000100110011000001001100100010011010000000111011010001101110100101101111110111111,33,63
12,11000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011100000100110011000001001100100010011010000000110111010001101110100111111111100111111,38,63
13,11000001000100000011000000000010000100000010010000000000100010000001000100000000110010000001000100000011001001000100110011000001001100000010011001000000110101010001101110100011111111101111101,30,61
14,11000001000100000010001000000010000100000010001000000000100010000001000100000000100010000001000100000011001010000100110011000001001100000010011010000000110111010001110110100011111111001111111,2,61
15,11000001000100000010001000000010000100000010001000000000100010001000001000000000100010000001000100000011001010000100110011000001001100000010011010000000110111010001110110100011111111001111111,35,61
16,11000001000100000010001000000001001000000010001000000000100010000001000100000000110010000001000100000011001001000100110011000001001100100010011010000000110011010001101110100101111111110111111,32,63
17,11000001000100000010001000000010001000000010001000000000100010000001000100000000110010000001000100000011001001000101010011000001001100100010011010000000110011010001101110100001111111111111111,1,63
