,bitstring,occurrences,rxn_count
0,111000001001000000000011000000001000100000010001010000000010010000001000010000000011000000000100010000001001100100010001010000001001100100010011001000000110011010001101110100001111111111111111,1,62
1,101000001000100000010011000000001000100000010010010000000010010000001000010000000010001000000100010000001101100100010001010000001001100100010011001000000010011010001101110100001111111111111011,264,61
2,101000001001000000010001000000001000100000010010010000000010010000001000010000001000001000000100010000001001100100010101010000001001100100010011001000000110011011001101110100001111101111111111,38,62
3,101000001000100000010001000000001000100000010010010000000010010000001000010000000010001000000100010000001101100100010001010000001001100100010011001000000110011010001101110100001111111111111011,21,61
4,101000001000100000010011000000001000100000010010010000000010010000000100010000000010100000000100010000001101100100010001010000001001100100010011001000000010011010001101110100001111111111111011,38,61
5,101000001001000000110001000000001000100000010001010000000010010000001000010000000010100000000100010000001001100100010001001000001001100100010011001000000110011010001101110100001111111111111011,26,61
6,101000001000100000010011000000001000100000010011010000000010010000001000010000000010001000000100010000001001100100010001001000001001100100010011001000000110011010000101110100001111111111111111,38,62
7,101000001000100000010001000000001000100000010001010000000010010000010000010000000010100000000100010000001001100100010001000000001001100100010011001000000110011100001101110100101111111111111110,40,60
8,101000001000100000101000000000001000100000010001010000000010010000001000010000000010100000000100010000001001100100010001010000001001100100010011001000000110011010001101110100001111111111111111,25,61
9,101000001001000000100001000000001000100000010001010000000010001000001000010000001000001000000100010000001001100100010001011000001001100100010011001000000110011010001110111100011111011101111111,34,62
10,101000001100100000100011000000001000100000010010010000000010010000001000010000000010001000000100010000001001100100010001010000001001100100010011001000000110011010001101110100001111111111111111,35,63
11,101000001000100000100011000000001000100000010001010000000010001000001000010000000010001000001000010000001101100100010001010000001001100100010011001000000010011010001101110100001111111111111011,33,61
12,101000001100100000010001000000001000100000010010010000000010001000001000010000000010001000000100010000001100100100010001010000001001100100010011001000000110011010001101110100001111111111111011,39,61
13,101000001000100000010001000000001000100000010001010000000010001000010000010000000010001000000100010000001001100100010001000000001001100100010011001000000110011010001101110100001111111111111111,25,60
14,101000010000100000010001000000001000100000010001010000000010001000001000010000000010001000000100010000001101100100010001010000001001100100010011001000000110011010001101110100001111111111111011,30,61
15,101000001000100000010011000000001000100000010001010000000010010000001000010000000010001000000100010000001001100100010001010000001001100100010011001000000110011010001101110100001111111111111111,23,62
16,101000010000100000010011000000001000100000010010010000000010010000001000010000000010001000000100010000001101100100010001010000001001100100010011001000000010011010001101110100001111111111111011,25,61
17,101000010000100000010011000000001000100000010001010000000010010000001000010000000010001000000100010000001101100100010001010000001001100100010011001000000010011010001101110100001111111111111011,31,61
18,101000001000100000010011000000001000100000010001010000000010010000100000010000000010100000000100010000001001100100010001010000001001100100010011001000000110011010001101110100001111111111111111,28,62
19,101000010000100000010011000000001000100000010011010000000010010000000000010000000010001000000100010000001001100100010001011000001001100100010011001000000110011010001101110100101111111111110111,34,63
20,101000001000100000100011000000001000100000010001010000000010001000010000010000000010001000000100010000001101100100010001010000001001100100010011001000000010011010001101110100001111111111111011,36,61
21,101000001010000000010011000000001000100000010001010000000010010000100000010000000010001000000100010000001001100100010101000000001001100100010011001000000110011100001101110100101111111111111101,26,62
22,101000001000100000010011000000001000100000010001010000000010010000010000010000000010100000000100010000001001100100010001000000001001100100010011001000000110011010001101110100001111111111111111,42,61
23,101000001000100000010011000000001000100000010010010000000010010000001000010000000010001000000100010000001001100100010001010000001001100100010011001000000110011010001101110100001111111111111111,34,62
24,101000001001000000110001000000001000100000010001010000000010010000001000010000000011000000000100010000001001100100010001010000001001100100010011001000000110011010001101110100001111111111111011,33,61
