,bitstring,occurrences,rxn_count
0,1111000001000100000010001000000001000000000100001000000000100000000001000100000000100010000001000100000010011000000111001001000001100101000010101001000000110111000001110110000001111111111111111,1,60
1,1001000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001000100000010011000000110011000000001001101000010011000000000110111010001101111100001111011111111111,508,60
2,1001000001000100000010001000000001000100000010011000000000100010000001000100000000100010000001000100000010011000000110011000000001001100100010011001000000110111100001101110100001111111111111111,35,62
3,1001000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001000100000010011000000111001001000001100101000010101001000000110111000001110110000001111111111111111,24,60
4,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100010000001000100000010011000000110011000000001001101000010011000000000110111010001101111100001111011111111111,69,60
5,1001000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010011000000110011000000001100100100010011011000000110111010001101110100001111011111111111,34,61
6,1001000010000100000010001000000001000100000100011000000000100010000001000100000000100010000001000100000010011000000110011000000001001100100010011001000000110111100001101110100001111111111111111,34,62
7,1001000001000100000010001000000001001000000100011000000000100010000001000100000000100010000001000100000010011000000110011000000001001100100010011001000000110111100001101110100001111111111111111,26,62
8,1001000001000100000010001000000001000100000010011000000000100010000001000100000000100010000001000100000010011000000110011000000000001100100010011001000000110111100001101110100001111111111111111,25,61
9,1001000001000100000010001000000001000100000010001000000001000010000001000100000000100010000001000100000010011000000110011000000001001101000010011000000000110111010001101111100001111011111111111,24,60
10,1001000001001000000010001000000001000100000010001000000000100010000001000100000000100010000001000100000010001001000110101001000001001101000010011001000000110111000001110110000001111111111111111,60,60
11,1001000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001000100000010011000000110101001000001001100100010011000000000110111000001101110100001111111111111111,31,60
12,1001000001000100000010001000000001001100000100001000000001000010000001000100000000100100000001000100000010011000000100101100000001001100100010011000000000110111010001110110000001111111111111111,31,60
13,1001000001000100000010001000000001000100000010001000000001000010000001000100000000101000000001000100000010011000000110101001000001001100100010011000000000110111000001101110100001111111111111111,32,60
14,1010000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001000100000010101001000110011001000001010100100010011000000000110011100001110110100001111111111111111,33,61
15,1001000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001001100000010011000000110011010000001100100100011101010000000110111010001101110100001111001111111111,32,62
