,bitstring,occurrences,rxn_count
0,1111000001000100000010001000000001000100000100001000000000100010000001000100000000000010000010000100000010011000000110011000000001001100000010011001000000110111010001110110100011111111101111111,1,61
1,1001000001000100000010001000000001000100000010001000000000100010000001001000000000100100000001000100000010011000000111001011000001001100000011101001000000110101000001101110100001111111011111111,25,60
2,1001000001000100000010001000000001000100000100001000000001100010000001001000000100000010000001000100000010011000000110101000000001000100100010011001000000110111010001101110100001111111111111111,30,61
3,1001000001000100000010001000000001000100000100001000000001100010000001001000000100000010000001000100000010011000000110101000000001000110000010011001000000110111010001101110100001111111111111111,347,61
4,1001000010000100000010001000000001000100000100001000000001100010000001001000000100000010000001000100000010011000000110101000000001000110000010011001000000110111010001101110100001111111111111111,19,61
5,1001000001000100000010001000000001000100000010001000000000101010000001000100000000100100000001000100000010011000100110101000000001000100000010011001000000110110010001101110100001111111111111111,15,60
6,1001000001000100000010001000000001000100000100001000000001000010000001001000000000100010000001000100000010011000000110101000000001001101000010011001000000110111010001101110100011111111101111111,19,61
7,1001000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001000100000010011000000110011000000001001100000010011001000000110111010001110110100011111111101111111,26,60
8,1001000001000100000010001000000001000100000100001000000001110000000001001000000000100010000001000100000010011000000110101000000001000110000010011001000000110111010001101110100001111111111111111,34,61
9,1001000001000100000010001000000001000100000010001000000000100010000001000100000000100010000001001100000010011000000110101000000001001101000010011001000000110111000001101110000011111111101111111,24,60
10,1001000001000100000010001000000001000100010000001000000000110000000001001000000000100100001000010100000011011000000110101000000001001101000010011001000000100111010001101110100001111011111111111,31,61
11,1001000001000100000010001000000001000100000100001000000001100010000001001000000100000010000001000100000010011000000110101000000001000101000010011001000000110111010001101110100001111111111111111,29,61
12,1001000001000100000010001000000001000100000100001000000001100010000001001000000000100010000001000100000010011000000110101000000001000110000010011001000000110111010001101110100001111111111111111,52,61
13,1001000001000100000010001000000001000100000100001000000000100010000001001000000000100010000010000100000010011000000110101000000001001101000010011001000000110111010001101110100011111111101111111,25,61
14,1001000001000100000010001000000001000100000100001000000001101000000001001000000000100010000001000100000010011000000110101000000001000110000010011001000000110111010001101110100001111111111111111,16,61
15,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100100000001000100000010011000000110101000000001001101000010011001000000110111010001101110100011111111101111111,26,61
16,1001000001000100000010001000000001000100000100001000000001000010000001001000000000100010000001000100000010011000000110011010000001001100000010011001000000110111010001110110100011111111101111111,23,61
17,1001000001000100000010001000000001000100000100001000000001000010000001001000000100000010000001000100000010011000000110101000000001001101000010011001000000110111010001101110100011111111101111111,27,61
18,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100010000001001100000010011000000111001001000001001100000011101001000000110111010001101110100001111111011111111,23,62
19,1001000001000100000010001000000001000100000100001000000001000010000001001000000000101000001000010100000010011000000110101000000001001101000010011001000000110111010001101110100001111011111111111,26,61
20,1001000001000100000010001000000001000100000100001000000000100010000001001000000000100010000010001100000010011000000111001001000001001100000011101001000000110111000001101110100001111111011111111,28,61
21,1001000001000100000010001000000001000100000100001000000000100010000001001000000100000010000001000100000010011000000110101000000001001101000010011001000000110111010001101110100011111111101111111,27,61
22,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100010000001000100000010011000000110101000000001001101000010011001000000110111010001101110100011111111101111111,41,61
23,1001000001000100000010001000000001000100000010001000000001100010000001000100000000100100000001000100000010011000000110101000000001000101000010011001000000110111010001101110100001111111111111111,2,61
24,1001000001000100000010001000000001000100000010001000000001100010000001001000000000100100000001000100000010011000000110101000000001000110000010011001000000110111010001101110100001111111111111111,30,61
25,1010000001000100000011001000000001000100000010001000000000100010000001000100000000100010000001000100000010011001000110101000000001001100000010011001000000110111010001110111000011111111101111111,29,62
26,1001000001000100000010001000000001000100000100001000000000100010000001001000000000100010000001001100000010011011000111001001000001001100100010011001000000011011000001101111100001111011111111111,24,63
