,bitstring,occurrences,rxn_count
0,1111000001100000000010001000000001000100000100001000000000100010000000000100000000100100000100000100000010011000000110011000000001001100000010010001000000110111010001110110000011111111101111111,1,59
1,1001000001000100000010001000000001000100000010001000000001000010000001000100000000100010000001000100000010011001000110101011000001001100000010011001000000110101010001110110000011111111101111111,29,61
2,1001000001000100000010001000000001000100000100001000000001000010000001000100000000101000000010000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,463,60
3,1001000001000100000010001000000001100100000010001000000000100010000001000100000000100010000001000100000010011000000100011000000001001100100010011000000000110111010001110110000011111111101111111,17,59
4,1001000001000100000010001000000001000100000010001000000001000010000001000100000000101000000010000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,24,60
5,1001000001000100000010001000000001000100000100001000000000100010000001000100000000101000000010000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,23,60
6,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100100000010000100000010011001000110101001000001001101000010101001000000110111010001110110000011111111101111111,31,62
7,1001000001000100000010001000000001000100000100001000000001000010000001000100000000101000000001000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,22,60
8,1001000010000100000010001000000001000100000100001000000001000010000001000100000000101000000010000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,25,60
9,1001000001001000000010001000000001000100000100001000000001001000000001000100000000100010000010000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,28,60
10,1001000001000100000010001000000001000100000100001000000001000100000001001000000000100010000001000100010010011000000110101000000001001100010010011000000000010111000001110101000001111111111111111,24,58
11,1001000001000100000010001000000001000100000100001000000000100010000001000100000000100010000001001100000010011001000111001001000001001100000010011001000000110111000001101110000001111111111111111,28,61
12,1001000001000100000010001000000001000100000100011000000001000010000001001000000000100010000010001100000010011001000111001001000001001100000010011001000000110111000001101110000001111111111111111,21,62
13,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100010000001000100000010011000000110101001000001001100100010101001000000110111110001110111000011110111101111111,28,62
14,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100100000010000100000010011001000110101000000001100111000010101000000000110111010001110111000011110111101011111,17,60
15,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100010000010000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,21,60
16,1001000001000100000010010000000001000100000100001000000001000010000001000100000000101000000010000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,27,60
17,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100010000010000100000010011001000110101000000001001100000010011000000000110111000001110110000011111111101111111,26,58
18,1001000001000100000010001000000001000100000100001000000000100010000001000100000000101000000001000100000010011001000110101000000001100101000010011000000000110111010001110111000011110111101111111,19,60
19,1001000001000100000010001000000001000100000100001000000001000100000001000100000000101000000010000100000010011001000110101000000001001100000010011001000000110111010001110110000011111111101111111,20,60
20,1001000001000100000010001000000001000100000100001000000001000010000001000100000000101000000010000100000010011001000110101001000001001100000010101000000000110111010001110110000011111111101111111,32,60
21,1001000001000100000010001000000001000100000100001000000000100100000001000100000000100010000100000100000010011000000110011000000001001100100011101000000100110111010101101110100001011011011111111,27,60
22,1001000001000100000010001000000001000100000100001000000001000010000001000100000000100100000010000100000010011001000110101000000001100101000010011001000000110111000001110110000001110111111111111,24,59
23,1001000001000100000010001000000001000100000010001000000001000100000001000100000000100010000100000100000010011001000110101010000001001100000010011000000000110111010001110110000011111111101111111,22,60
