,bitstring,occurrences,rxn_count
0,1111000001001000000010001000000001000100000010001000000000100010000001001000000000100000000001000100000010001000000110011001000001001101000010011011000000110001010001101111000101111111010111111,1,60
1,1010000001000100000010001000000001001100000010001000000000100010000001000100000000100100000100000100000010001000000100101001000001001100100010101001000000110011010001110110000001111111111111111,44,59
2,1010000001000100000010001000000011000000000010001000000001000010000001000100000000100010000001000100000010101000000100101001000001100110000010011000000000110011011001110110000001111111101111111,30,58
3,1010000001000100000010001000000001000100000010001000000001000010000001000100000000100100000010001100000010101000000110011001000001100100000010011010000000110111010001101110100001111011111111111,365,61
4,1010000001000100000010001000000100000100000100011000000000100010000001000100000000100010000001000100000010001000000110101000000001100101000010011001000000110111010001110111001001111111101111111,39,61
5,1010000001000100000010001000000001000100000010001000000001000010000001000100000000100100000010001100000010101000000110011001000001100110000010011010000000110111010001101110100001111011111111111,30,62
6,1010000001000100000010001000000001000100000010001000000001000010000001000100000000100100000001000100000010101001000110011001000001001100000010011011010000110011010001110111000001111111110011111,31,61
7,1010000001000100010100001000000001000100000010011000000000100010000001000100000000100010000010000100000010101000000100011000000001100100100010011000000000111011010001101110101001111111101111111,47,61
8,1010000001000100000010001000000001000100000010001000000001000010000001001000000000100100000010001100000010101001000110011001000001001101000010011010000000110011010101110110100001111011110111111,38,62
9,1010000001010000000010001000000001000100000010101000000001000010000001001000000000101000000001000100000010101001000111001000000001001100100010011001000000011011000001110110000001111111111111111,32,60
10,1010000001010000000010001000000010000100000010001000000001000010000001001000000000100100000001010100000010001001000110011010000001001100000010101001000000110011010001110111000001111111111011111,33,60
11,1010000001000100000010001000000001001100000010001000000001000010000001000100000000100010000001001100000010101000000100101001000001100110100010011001000000110111010000110110100001111111111111111,39,63
12,1010000001000100000010001000000001000100000010011000000001000010000001000100000000100100000001000100000010001000100110101000000001001100000010101001000000110010010001110110000001111111111111111,35,58
13,1010000001000100000010001000000010000100000010011000000001000010000001000100000000100010000001000100000010101000100110101000000001001100000010101001000000110010010001110110000001111111111111111,37,59
14,1010000001000100000010001000000010000100000010001000000001000010000001001000000000100010000001000100000010001001000111001001000001001100100011101000000000110111010001101110000001111111011111111,35,60
15,1010000001000100000010001000000011000000000010001000000001000010000001001000000000100100000010000100000010101001000100011001000001001100000010011000000000110011010001110110000001111111111111111,35,58
16,1010000010000100000010001000000001000100000010001000000001000010000001000100000000100100000010001100000010101000000110011001000001100100000010011010000000110111010001101110100001111011111111111,28,61
17,1010000001010000000010001000000011000000000010001000000000100010000001000100000000100100000001000100000010101000000100101001000001100110000010011000000000110011011001110110000001111111101111111,28,58
18,1010000001000100000010001000000011000000000010001000000000100010000001000100000000100100000001000100000010101000000100101001000001100110000010011000000000110011011001110110000001111111101111111,36,58
19,1010000001000100000010001000000001000100000010001000000000100010000001000100000000100100000001001100000010101000000110011001000001100100000010011010000000110111010001101110100001111011111111111,36,61
