,bitstring,occurrences,rxn_count
0,111100000000000001000000001000010000000000010000100000000100001000000000010000000100000000100001000000000100000010000000010001000000000000000100001000000001000100000000000010001000000001000010000000000000100010000000001000010000000000100001000000000100010000000000010001101000000100001000100000001100010000000010001100010000000001100110001000010001000100000001000010001000010001100010000000000110011100100001100111001000000011000110000000110001100100000100111101110100001110011101000000111111111110111111111,1,121
1,100100000000010000000000001000010000000000010000100000000100011000000000000100000100000000100001000000000001000010000000010000100000000000001000001000000001000100000000000010001000000001000010000000000000100010000000010000010000000000100000100000000100001000000000010001101000000100011000100000001001010000000010001100000000000001000110001000011001000100000001000010001000010001100010000000000110010100100001101011000000000011000110010000110011100100000000111011110100001110011101001010111111111100111111111,12,120
2,100100000000000001000001000000010000000000010000100000000100001000000000000010000100000000100001000000000001000100000001000000100000000000000100001000001000000010000000001000001000000001000010000000000000100001000000001010000000000001000000100000000100001000000000010001101000000100001001000000001001010000000010000100100000000001000110001000010001000100000001000011000000010001100010000000000110011101000001100111000000000011000110000100110011100100000000111011110100001110001101000000111111111111111111111,11,117
3,100100000000000001000001000000010000000000010000100000000100001000000000000010000100000000100001000000000001000010000000010000100000000000000100000000000001000010000000000010001000000001000010000000000000100001000000001000000000000001000000100000000100001000000000010010100010000100001000100000001000111000000010001100000000000001000110001000010001000100000001000010001000010001100010000000000110011100100001100111010000000011000110010000110011100101000000111011110100101110111101000000111111110110111111111,30,119
4,100100000000000001000000001000010000000000010000100000000100001000000000000100000100000000100001000000000001000100000000010000100000000000000100001000001000000010000000010000001000000001000010000000000000100001000000001000010000000000100000100000000100001000000000010010100100000100001000100000001100010000000010001100000000000001001010001000010001000100000001001010001000010001100100000000000110011100100001100111000000000011001110000000110011100100000000111011110000001111011101000010111111111110111111111,16,119
5,100100000000000001000001000000010000000000010000100000000100001000000000000010000100000000100001000000000001000100000001000000100000000000000100001000001000000010000000001000001000000001000010000000000000100001000000001010000000000001000000100000000100001000000000010010101000000100001001000000001001010000000010001100100000000001000110001000010001000100000001000011000000010001100010000000000110011100100001100111000000000011100110010000110011100100000100111011110100001110011101000000011111111111111111111,19,120
6,100100000000000001000001000000010000000000010000100000000100001000000000000100000100000000100001000000000001000010000000010000100000000000000100001000001000000010000000001000001000000001000010000000000000100001000000001000100000000000100000100000000100011000000000010001100010000100001000100000001001010000000010001100000000000001100010001000010001000100000001001010000000010001000010000000000110011100100001100111000000000011000110010000110011100100000000111011110100001110111101000010111111111110111111111,19,119
7,100100000000000001000001000000010000000000010000100000000100001000000000000010000100000000100001000000000001000100000001000000100000000000000100001000001000000010000000001000001000000001000010000000000000100001000000001010000000000001000000100000000100001000000000010010101000000100001001000000001001010000000010001100100000000001000110001000010001000100000001001011000000010001100100000000000110011100100001100111000000000011000110000100110001100100000000111011110100001110111001000010111111111110111111111,18,119
8,100100000000000001000000001000010000000000010001000000010000001000000000000100000100000000100001000000000001000100000000010000100000000000000100001000000001000010000000000010001000000001000010000000000000100010000000001000010000000001000001000000000100001000000000010010101000000100001001000000001001010000000010001100100000000001000110001000010001000100000001001011000000010001100100000000000110011100100001100111001000000011000110000000110011100100000000111011110100001110011101000010111111111110111111111,14,120
9,100100000000000001000001000000010000000000010000100000000100001000000000000010000100000000100001000000000001000100000001000000100000000000000100001000001000000010000000001000001000000001000010000000000000100001000000001010000000000001000000100000000100001000000000010010101000000100001001000000001001010000000010001100100000000001000110001000010001000100000001001010001000010001100100000000000110011100100001100111001000000011000110000000110011100100000000111011110100001110011101000010111111111110111111111,16,120
